Company Name,Industry,Symbol,Series,ISIN Code
Bank of Baroda,Financial Services,BANKBARODA,EQ,INE028A01039
Bank of India,Financial Services,BANKINDIA,EQ,INE084A01016
Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,BPCL,EQ,INE029A01011
Canara Bank,Financial Services,CANBK,EQ,INE476A01022
Coal India Ltd.,Oil Gas & Consumable Fuels,COALINDIA,EQ,INE522F01014
Federal Bank Ltd.,Financial Services,FEDERALBNK,EQ,INE171A01029
GAIL (India) Ltd.,Oil Gas & Consumable Fuels,GAIL,EQ,INE129A01019
Grasim Industries Ltd.,Construction Materials,GRASIM,EQ,INE047A01021
Hindalco Industries Ltd.,Metals & Mining,HINDALCO,EQ,INE038A01020
Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,HINDPETRO,EQ,INE094A01015
ITC Ltd.,Fast Moving Consumer Goods,ITC,EQ,INE154A01025
Indian Bank,Financial Services,INDIANB,EQ,INE562A01011
Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,IOC,EQ,INE242A01010
IndusInd Bank Ltd.,Financial Services,INDUSINDBK,EQ,INE095A01012
LIC Housing Finance Ltd.,Financial Services,LICHSGFIN,EQ,INE115A01026
NMDC Ltd.,Metals & Mining,NMDC,EQ,INE584A01023
NTPC Ltd.,Power,NTPC,EQ,INE733E01010
Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,ONGC,EQ,INE213A01029
Oil India Ltd.,Oil Gas & Consumable Fuels,OIL,EQ,INE274J01014
Power Finance Corporation Ltd.,Financial Services,PFC,EQ,INE134E01011
Power Grid Corporation of India Ltd.,Power,POWERGRID,EQ,INE752E01010
Punjab National Bank,Financial Services,PNB,EQ,INE160A01022
REC Ltd.,Financial Services,RECLTD,EQ,INE020B01018
State Bank of India,Financial Services,SBIN,EQ,INE062A01020
Steel Authority of India Ltd.,Metals & Mining,SAIL,EQ,INE114A01011
Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components,TMPV,EQ,INE155A01022
Tata Steel Ltd.,Metals & Mining,TATASTEEL,EQ,INE081A01020
UPL Ltd.,Chemicals,UPL,EQ,INE628A01036
Union Bank of India,Financial Services,UNIONBANK,EQ,INE692A01016
Vedanta Ltd.,Metals & Mining,VEDL,EQ,INE205A01025
