Company Name,Industry,Symbol,Series,ISIN Code
ABB India Ltd.,Capital Goods,ABB,EQ,INE117A01022
Action Construction Equipment Ltd.,Capital Goods,ACE,EQ,INE731H01025
Aditya Birla Sun Life AMC Ltd.,Financial Services,ABSLAMC,EQ,INE404A01024
Anand Rathi Wealth Ltd.,Financial Services,ANANDRATHI,EQ,INE463V01026
BLS International Services Ltd.,Consumer Services,BLS,EQ,INE153T01027
BSE Ltd.,Financial Services,BSE,EQ,INE118H01025
Bajaj Auto Ltd.,Automobile and Auto Components,BAJAJ-AUTO,EQ,INE917I01010
Bharat Electronics Ltd.,Capital Goods,BEL,EQ,INE263A01024
Britannia Industries Ltd.,Fast Moving Consumer Goods,BRITANNIA,EQ,INE216A01030
CG Power and Industrial Solutions Ltd.,Capital Goods,CGPOWER,EQ,INE067A01029
Castrol India Ltd.,Oil Gas & Consumable Fuels,CASTROLIND,EQ,INE172A01027
Central Depository Services (India) Ltd.,Financial Services,CDSL,EQ,INE736A01011
Coal India Ltd.,Oil Gas & Consumable Fuels,COALINDIA,EQ,INE522F01014
Colgate Palmolive (India) Ltd.,Fast Moving Consumer Goods,COLPAL,EQ,INE259A01022
Computer Age Management Services Ltd.,Financial Services,CAMS,EQ,INE596I01020
Dixon Technologies (India) Ltd.,Consumer Durables,DIXON,EQ,INE935N01020
Emami Ltd.,Fast Moving Consumer Goods,EMAMILTD,EQ,INE548C01032
Force Motors Ltd.,Automobile and Auto Components,FORCEMOT,EQ,INE451A01017
GE Vernova T&D India Ltd.,Capital Goods,GVT&D,EQ,INE200A01026
Garden Reach Shipbuilders & Engineers Ltd.,Capital Goods,GRSE,EQ,INE382Z01011
Gillette India Ltd.,Fast Moving Consumer Goods,GILLETTE,EQ,INE322A01010
HDFC Asset Management Company Ltd.,Financial Services,HDFCAMC,EQ,INE127D01025
Indiamart Intermesh Ltd.,Consumer Services,INDIAMART,EQ,INE933S01016
Indian Energy Exchange Ltd.,Financial Services,IEX,EQ,INE022Q01020
Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,IRCTC,EQ,INE335Y01020
Infosys Ltd.,Information Technology,INFY,EQ,INE009A01021
JSW Dulux Ltd.,Consumer Durables,JSWDULUX,EQ,INE133A01011
KPIT Technologies Ltd.,Information Technology,KPITTECH,EQ,INE04I401011
L&T Technology Services Ltd.,Information Technology,LTTS,EQ,INE010V01017
LTM Ltd.,Information Technology,LTM,EQ,INE214T01019
Marico Ltd.,Fast Moving Consumer Goods,MARICO,EQ,INE196A01026
Mazagoan Dock Shipbuilders Ltd.,Capital Goods,MAZDOCK,EQ,INE249Z01020
Motherson Sumi Wiring India Ltd.,Automobile and Auto Components,MSUMI,EQ,INE0FS801015
Motilal Oswal Financial Services Ltd.,Financial Services,MOTILALOFS,EQ,INE338I01027
NATCO Pharma Ltd.,Healthcare,NATCOPHARM,EQ,INE987B01026
NMDC Ltd.,Metals & Mining,NMDC,EQ,INE584A01023
National Aluminium Co. Ltd.,Metals & Mining,NATIONALUM,EQ,INE139A01034
Nippon Life India Asset Management Ltd.,Financial Services,NAM-INDIA,EQ,INE298J01013
Oracle Financial Services Software Ltd.,Information Technology,OFSS,EQ,INE881D01027
Page Industries Ltd.,Textiles,PAGEIND,EQ,INE761H01022
Persistent Systems Ltd.,Information Technology,PERSISTENT,EQ,INE262H01021
Schneider Electric Infrastructure Ltd.,Capital Goods,SCHNEIDER,EQ,INE839M01018
Solar Industries India Ltd.,Chemicals,SOLARINDS,EQ,INE343H01029
Sonata Software Ltd.,Information Technology,SONATSOFTW,EQ,INE269A01021
Suzlon Energy Ltd.,Capital Goods,SUZLON,EQ,INE040H01021
Tata Consultancy Services Ltd.,Information Technology,TCS,EQ,INE467B01029
Tata Elxsi Ltd.,Information Technology,TATAELXSI,EQ,INE670A01012
Triveni Turbine Ltd.,Capital Goods,TRITURBINE,EQ,INE152M01016
Zen Technologies Ltd.,Capital Goods,ZENTEC,EQ,INE251B01027
eClerx Services Ltd.,Services,ECLERX,EQ,INE738I01010
