Company Name,Industry,Symbol,Series,ISIN Code
ABB India Ltd.,Capital Goods,ABB,EQ,INE117A01022
Acutaas Chemicals Ltd.,Healthcare,ACUTAAS,EQ,INE00FF01025
Adani Energy Solutions Ltd.,Power,ADANIENSOL,EQ,INE931S01010
Adani Power Ltd.,Power,ADANIPOWER,EQ,INE814H01029
Aditya Birla Capital Ltd.,Financial Services,ABCAPITAL,EQ,INE674K01013
Aditya Birla Sun Life AMC Ltd.,Financial Services,ABSLAMC,EQ,INE404A01024
Anand Rathi Wealth Ltd.,Financial Services,ANANDRATHI,EQ,INE463V01026
Apar Industries Ltd.,Capital Goods,APARINDS,EQ,INE372A01015
Ather Energy Ltd.,Automobile and Auto Components,ATHERENERG,EQ,INE0LEZ01016
BSE Ltd.,Financial Services,BSE,EQ,INE118H01025
Bank of Maharashtra,Financial Services,MAHABANK,EQ,INE457A01014
Belrise Industries Ltd.,Automobile and Auto Components,BELRISE,EQ,INE894V01022
Bharat Forge Ltd.,Automobile and Auto Components,BHARATFORG,EQ,INE465A01025
Bharat Heavy Electricals Ltd.,Capital Goods,BHEL,EQ,INE257A01026
CG Power and Industrial Solutions Ltd.,Capital Goods,CGPOWER,EQ,INE067A01029
Craftsman Automation Ltd.,Automobile and Auto Components,CRAFTSMAN,EQ,INE00LO01017
Cummins India Ltd.,Capital Goods,CUMMINSIND,EQ,INE298A01020
Federal Bank Ltd.,Financial Services,FEDERALBNK,EQ,INE171A01029
Finolex Cables Ltd.,Capital Goods,FINCABLES,EQ,INE235A01022
GE Vernova T&D India Ltd.,Capital Goods,GVT&D,EQ,INE200A01026
Glenmark Pharmaceuticals Ltd.,Healthcare,GLENMARK,EQ,INE935A01035
Granules India Ltd.,Healthcare,GRANULES,EQ,INE101D01020
Great Eastern Shipping Co. Ltd.,Services,GESHIP,EQ,INE017A01032
Gujarat Mineral Development Corporation Ltd.,Metals & Mining,GMDCLTD,EQ,INE131A01031
HFCL Ltd.,Telecommunication,HFCL,EQ,INE548A01028
Hindalco Industries Ltd.,Metals & Mining,HINDALCO,EQ,INE038A01020
Hindustan Copper Ltd.,Metals & Mining,HINDCOPPER,EQ,INE531E01026
Hitachi Energy India Ltd.,Capital Goods,POWERINDIA,EQ,INE07Y701011
Honasa Consumer Ltd.,Fast Moving Consumer Goods,HONASA,EQ,INE0J5401028
KEI Industries Ltd.,Capital Goods,KEI,EQ,INE878B01027
Karur Vysya Bank Ltd.,Financial Services,KARURVYSYA,EQ,INE036D01028
Kirloskar Oil Eng Ltd.,Capital Goods,KIRLOSENG,EQ,INE146L01010
Laurus Labs Ltd.,Healthcare,LAURUSLABS,EQ,INE947Q01028
Multi Commodity Exchange of India Ltd.,Financial Services,MCX,EQ,INE745G01043
NLC India Ltd.,Power,NLCINDIA,EQ,INE589A01014
National Aluminium Co. Ltd.,Metals & Mining,NATIONALUM,EQ,INE139A01034
Navin Fluorine International Ltd.,Chemicals,NAVINFLUOR,EQ,INE048G01026
Netweb Technologies India Ltd.,Information Technology,NETWEB,EQ,INE0NT901020
Polycab India Ltd.,Capital Goods,POLYCAB,EQ,INE455K01017
R R Kabel Ltd.,Capital Goods,RRKABEL,EQ,INE777K01022
RBL Bank Ltd.,Financial Services,RBLBANK,EQ,INE976G01028
Sai Life Sciences Ltd.,Healthcare,SAILIFE,EQ,INE570L01029
Schneider Electric Infrastructure Ltd.,Capital Goods,SCHNEIDER,EQ,INE839M01018
Shriram Finance Ltd.,Financial Services,SHRIRAMFIN,EQ,INE721A01047
Steel Authority of India Ltd.,Metals & Mining,SAIL,EQ,INE114A01011
Syrma SGS Technology Ltd.,Capital Goods,SYRMA,EQ,INE0DYJ01015
Thermax Ltd.,Capital Goods,THERMAX,EQ,INE152A01029
Torrent Pharmaceuticals Ltd.,Healthcare,TORNTPHARM,EQ,INE685A01028
Vodafone Idea Ltd.,Telecommunication,IDEA,EQ,INE669E01016
Welspun Corp Ltd.,Capital Goods,WELCORP,EQ,INE191B01025
