Company Name,Industry,Symbol,Series,ISIN Code
Axis Bank Ltd.,Financial Services,AXISBANK,EQ,INE238A01034
Bharti Airtel Ltd.,Telecommunication,BHARTIARTL,EQ,INE397D01024
HDFC Bank Ltd.,Financial Services,HDFCBANK,EQ,INE040A01034
ICICI Bank Ltd.,Financial Services,ICICIBANK,EQ,INE090A01021
ITC Ltd.,Fast Moving Consumer Goods,ITC,EQ,INE154A01025
Infosys Ltd.,Information Technology,INFY,EQ,INE009A01021
Kotak Mahindra Bank Ltd.,Financial Services,KOTAKBANK,EQ,INE237A01036
Larsen & Toubro Ltd.,Construction,LT,EQ,INE018A01030
Reliance Industries Ltd.,Oil Gas & Consumable Fuels,RELIANCE,EQ,INE002A01018
Tata Consultancy Services Ltd.,Information Technology,TCS,EQ,INE467B01029
